Content;Url;Date
Pomoc przy odprawie to dla mnie bardzo wiele znaczy. Otrzymalam odpowiedzi na wszystkie pytania w sposób miły i profesjonalny. Technologia to wciąż dla mnie problem, będę korzystać z usług Fru.pl. dziękuję pięknie i pozdrawiam cały zespół. Helena;https://www.trustpilot.com/reviews/6547b6f73e6a9c330e2e382e;2023-11-05T17:38:31.0000000Z
Kontaktowalam sie z FRU.PL dwa razy. Za pierwszym razem potrzebowalam pomocy w sprawie zwiazanej z dokupieniem biletu na moja niepelnoletnia wnuczke. Za drugim, problem byl zwiazany z plcia, ktora pojawila sie na mojej karcie pokladowej. Male zamiast Female. Za kazdym razem zostalam bardzo dobrze obsluzona.;https://www.trustpilot.com/reviews/64bdff44bc0f5a4c598e5b4e;2023-07-24T06:34:12.0000000Z
Odradzam korzystanie z fru.pl. Zmiana ceny po zakupie biletu. Żądanie dopłaty do zakupionego już biletu. Nie ma się wyjścia, bo można tylko anulować i niby czekać na zwrot pieniędzy. Próba rozmowy przez czat, który w pewnym momencie po prostu się rozłączył (widocznie AI jest tak ustawiona, bo z pewnością nie jest to człowiek po drugiej stronie). Koszmar kiedy musisz kupić bilet pilnie. Może trzeba pisać na stronie wyraźnie, że ma żadnej gwarancji ceny do momentu przesłania do klienta biletu? Może tak byłoby uczciwie? Kupując cokolwiek widzisz cenę i na nią się decydujesz, nikt nie łapie mnie w sklepie przy wyjściu i nie mówi, że nie wyjdę jak nie dopłacę. SKANDAL.;https://www.trustpilot.com/reviews/65c47b94157ba5b2e626516f;2024-02-08T08:58:29.0000000Z
Sprawnie i konkretnie. Ja miałam kontakt z Panią Magdaleną i jestem pod wrażeniem szybkości jej działania oraz profesjonalizmu. Potrzebowałam wcześniej uzyskać karty pokładowe do druku i sama się w tym trochę zamotałam, a pomoc i rozwiązanie , jakie uzyskałam od niej - PIĄTECZKA Dziękuję.;https://www.trustpilot.com/reviews/64ba88a2d8406cce0060ada3;2023-07-21T15:31:14.0000000Z
Bardzo sprawna,szybka i serdeczną obsługa klienta. Pani Moniką Jaskółka  bardzo pomocna w rozwiązaniu problemu weryfikacji dla Ryniar podczas gdy ja straciłam ala swoją cierpliwisc.Bardzo dziękuję za pomoc.;https://www.trustpilot.com/reviews/656207f5547113c9089dc47a;2023-11-25T16:43:01.0000000Z
W związku z tym, że nie mogłam skorzystać z lotu i tym samym bagażu płatnego zapytałam o przepisanie go mojej przyjaciółce, z którą razem kupilysmy bilety. W dwa dni sprawa była załatwiona. Szybko, sprawnie, kontakt był stały. Dziękuje za pomoc Pani Gabriela i Pani Monika;https://www.trustpilot.com/reviews/64d63ae5d4d6d220ad94cd3b;2023-08-11T15:43:01.0000000Z
Bezproblemowa, konkretna i szybka odpowiedź na moje wątpliwości oraz rozwiązanie problemie z płatnością. Konsultantka, Pani Monika z cierpliwością odpowiadała na moje pytania.Jestem bardzo zadowolona z obsługi klienta oraz całego procesu przed podróżą.;https://www.trustpilot.com/reviews/64cbea57dd40a9708bc841a0;2023-08-03T19:56:39.0000000Z
Bardzo jestem zadowolona z obsługi mojego zapytania. Pani Roksana bardzo szybko i konkretnie odpowiedziała na moje pytania. Bardzo przyjazne podejście do klienta! Dziękuję 🙂;https://www.trustpilot.com/reviews/657b3b76c6f6ead46f4dd36b;2023-12-14T19:29:27.0000000Z
Od kilku lat kupuję bilety lotnicze poprzez FRU.PL i jestem bardzo zadowolona. Proces zakupu przebiega bardzo sprawnie. Mam możliwość zakupu dodatkowychopcji np. ubezpieczenia, które w ramach sporadycznejpotrzeby jest bardzo pomocne.;https://www.trustpilot.com/reviews/64f827365539a3a5bce0a134;2023-09-06T09:16:06.0000000Z
Elastyczność i efektywność. Pomyliłem daty w rezerwacji. Zapłaciłem. Zreflektowałem się w sprawie błędu już po zapłaceniu za bilet. Fru natychmiast na moją prośbę skorygował mój błąd rezerwując właściwą datę. Bez dodatkowych opłat. Dziękuję;https://www.trustpilot.com/reviews/64dcdc37dbba6498531a6174;2023-08-16T16:24:55.0000000Z
Z pewnoscia pomoc Pani Emilia GawrylakKonsultant ds. Podróżyzasluguje na podziekowaniania Pelen profesjonalizm, niezwykla cierpliwosc, dziekuje jeszcze raz.Pozdrawiam Przemyslaw Dreszer;https://www.trustpilot.com/reviews/654d2b9fa815eeaeac107b91;2023-11-09T20:57:35.0000000Z
Szybkie i treściwe odpowiedzi od obsługi. Fachowe porady, maile i powiadomienia dotyczące rezerwacji biletów i kart pokładowych - wszystko na bieżąco i na czas.;https://www.trustpilot.com/reviews/6572bb957e0da57d6f9e9972;2023-12-08T08:45:42.0000000Z
FRU pomoże Ci wybrać najlepszy lot, pomoże w odprawie online, regularnie wysyła maile przypominające o kolejnych koniecznych krokach, w razie potrzeby bardzo pomocni są pracownicy chat live. Polecam.;https://www.trustpilot.com/reviews/650b756cbbdd1b6966f67eeb;2023-09-21T00:42:52.0000000Z
najbardziej przejrzysty portal rezerwacji biletów lotniczych z oglądanych przeze mnie ale dużo mu brakuje do doskonałości, szkoda tylko że linie lotnicze odstawiają takie dziadostwo że na każdym kroku klient musi się zastanawiać 10 razy co wybrać.przydała by się opcja wyszukiwania lotów w/g dodatkowego kryterium bagaż a nie tylko tanio / dobrze / szybko bo chyba mniej ludzi lata na kawę do Paryża niż na urlop do ciepłych krajów gdzie też trzeba coś zabrać na zmianę;https://www.trustpilot.com/reviews/659bdb0eb5210792152bb150;2024-01-08T13:22:54.0000000Z
Pani Magda - bardzo miła i rzetelna osoba. Szybko i bezproblemowo rozwiązała problem z odprawa. Odpowiednia osoba na odpowiednim stanowisku.PozdrawiamJolanta;https://www.trustpilot.com/reviews/656a483094933b4896edf354;2023-12-01T22:55:12.0000000Z
Bardzo serdecznie polecam , kontakt i pomoc na najwyższym poziomie , bardzo serdecznie dziękuję Pani Ani O. za w pełni profesjonalne załatwienie mojej sprawy. Pozdrawiam Wioletta;https://www.trustpilot.com/reviews/64bd1d095d9753b87c69ec1c;2023-07-23T14:28:57.0000000Z
